   emu(eV)      n(10^20/cm3)               DOS            intDOS            DOSvk2         |vk|(m/s)             sigma                ke      L(1E-8V2K-2)           S(uV/K)                PF  EFF(10^-20 W^5/3 m s^-1/3 K^-2)
   2.13000     1072.4587         3.0073113         29.542922        0.10769124E+12     189234.80        0.11127850E+21    0.23587405E+16     2.6495915        -38.662554         16.633833        0.32677702    
   2.14000     1078.3270         3.0589665         29.573252        0.10991086E+12     189554.00        0.11357206E+21    0.23852004E+16     2.6252059        -39.370066         17.603693        0.34192595    
   2.15000     1084.2971         3.1125074         29.604108        0.11224218E+12     189899.08        0.11598104E+21    0.24104090E+16     2.5978482        -39.989736         18.547444        0.35611359    
   2.16000     1090.3720         3.1671496         29.635506        0.11468565E+12     190291.87        0.11850590E+21    0.24343190E+16     2.5677192        -40.505229         19.442949        0.36900126    
   2.17000     1096.5530         3.2220720         29.667452        0.11723983E+12     190752.38        0.12114516E+21    0.24569366E+16     2.5351164        -40.901324         20.266595        0.38024957    
   2.18000     1102.8399         3.2764490         29.699945        0.11990127E+12     191297.89        0.12389525E+21    0.24783185E+16     2.5004171        -41.164607         20.994359        0.38953376    
   2.19000     1109.2309         3.3294833         29.732976        0.12266447E+12     191942.42        0.12675050E+21    0.24985630E+16     2.4640564        -41.283994         21.602951        0.39655791    
   2.20000     1115.7225         3.3804370         29.766528        0.12552191E+12     192696.29        0.12970312E+21    0.25177996E+16     2.4265025        -41.251050         22.070920        0.40106673    
   2.21000     1122.3102         3.4286573         29.800576        0.12846415E+12     193565.94        0.13274337E+21    0.25361777E+16     2.3882338        -41.060089         22.379616        0.40285431    
   2.22000     1128.9881         3.4735955         29.835090        0.13147998E+12     194554.01        0.13585966E+21    0.25538558E+16     2.3497187        -40.708089         22.513962        0.40176972    
   2.23000     1135.7494         3.5148181         29.870036        0.13455651E+12     195659.49        0.13903867E+21    0.25709935E+16     2.3114015        -40.194464         22.463017        0.39772016    
   2.24000     1142.5866         3.5520085         29.905373        0.13767937E+12     196878.11        0.14226555E+21    0.25877464E+16     2.2736937        -39.520787         22.220352        0.39067267    
   2.25000     1149.4917         3.5849617         29.941062        0.14083279E+12     198202.73        0.14552402E+21    0.26042632E+16     2.2369702        -38.690501         21.784289        0.38065523    
   2.26000     1156.4564         3.6135723         29.977058        0.14399974E+12     199623.88        0.14879646E+21    0.26206851E+16     2.2015687        -37.708668         21.158019        0.36775783    
   2.27000     1163.4722         3.6378189         30.013318        0.14716207E+12     201130.25        0.15206413E+21    0.26371454E+16     2.1677905        -36.581780         20.349627        0.35213335    
   2.28000     1170.5307         3.6577462         30.049800        0.15030067E+12     202709.30        0.15530728E+21    0.26537695E+16     2.1359023        -35.317605         19.371994        0.33399761    
   2.29000     1177.6236         3.6734478         30.086459        0.15339575E+12     204347.69        0.15850546E+21    0.26706728E+16     2.1061363        -33.925059         18.242546        0.31362761    
   2.30000     1184.7430         3.6850506         30.123255        0.15642707E+12     206031.79        0.16163776E+21    0.26879593E+16     2.0786908        -32.414065         16.982820        0.29135709    
   2.31000     1191.8809         3.6927024         30.160147        0.15937433E+12     207748.09        0.16468319E+21    0.27057187E+16     2.0537301        -30.795386         15.617826        0.26756900    
   2.32000     1199.0300         3.6965619         30.197097        0.16221747E+12     209483.50        0.16762104E+21    0.27240244E+16     2.0313861        -29.080426         14.175228        0.24268494    
   2.33000     1206.1830         3.6967924         30.234066        0.16493704E+12     211225.61        0.17043119E+21    0.27429335E+16     2.0117601        -27.281014         12.684405        0.21715249    
   2.34000     1213.3331         3.6935566         30.271021        0.16751450E+12     212962.83        0.17309451E+21    0.27624877E+16     1.9949273        -25.409184         11.175442        0.19143131    
   2.35000     1220.4737         3.6870141         30.307926        0.16993249E+12     214684.56        0.17559305E+21    0.27827173E+16     1.9809421        -23.477001         9.6781543        0.16597937    
   2.36000     1227.5985         3.6773186         30.344751        0.17217506E+12     216381.19        0.17791032E+21    0.28036458E+16     1.9698449        -21.496442         8.2211829        0.14124017    
   2.37000     1234.7017         3.6646166         30.381463        0.17422780E+12     218044.16        0.18003144E+21    0.28252960E+16     1.9616685        -19.479358         6.8312102        0.11763143    
   2.38000     1241.7774         3.6490461         30.418033        0.17607803E+12     219666.03        0.18194329E+21    0.28476949E+16     1.9564440        -17.437511         5.5322914        0.95535235E-01
   2.39000     1248.8204         3.6307349         30.454435        0.17771491E+12     221240.52        0.18363471E+21    0.28708776E+16     1.9542041        -15.382676         4.3452880        0.75289365E-01
   2.40000     1255.8254         3.6098005         30.490639        0.17912967E+12     222762.54        0.18509659E+21    0.28948886E+16     1.9549850        -13.326784         3.2873744        0.57179251E-01
   2.41000     1262.7875         3.5863499         30.526622        0.18031575E+12     224228.34        0.18632218E+21    0.29197796E+16     1.9588244        -11.282060         2.3715995        0.41430261E-01
   2.42000     1269.7018         3.5604803         30.562358        0.18126905E+12     225635.56        0.18730724E+21    0.29456054E+16     1.9657578        -9.2611245         1.6065047        0.28200342E-01
   2.43000     1276.5638         3.5322805         30.597824        0.18198815E+12     226983.33        0.18805029E+21    0.29724174E+16     1.9758128        -7.2770370        0.99582535        0.17573482E-01
   2.44000     1283.3690         3.5018329         30.632996        0.18247452E+12     228272.40        0.18855286E+21    0.30002561E+16     1.9890020        -5.3432447        0.53832337        0.95548611E-02
   2.45000     1290.1132         3.4692162         30.667853        0.18273260E+12     229505.10        0.18881954E+21    0.30291437E+16     2.0053166        -3.4734481        0.22780779        0.40687321E-02
   2.46000     1296.7923         3.4345071         30.702374        0.18276993E+12     230685.43        0.18885811E+21    0.30590786E+16     2.0247202        -1.6813851        0.53391243E-01    0.96000135E-03
   2.47000     1303.4023         3.3977829         30.736537        0.18259696E+12     231818.96        0.18867937E+21    0.30900321E+16     2.0471449        0.19442710E-01    0.71324385E-05    0.12916724E-06
   2.48000     1309.9393         3.3591222         30.770323        0.18222689E+12     232912.78        0.18829698E+21    0.31219486E+16     2.0724899         1.6160667        0.49176985E-01    0.89740699E-03
   2.49000     1316.3997         3.3186062         30.803713        0.18167532E+12     233975.35        0.18772704E+21    0.31547489E+16     2.1006224         3.0963343        0.17997928        0.33110327E-02
   2.50000     1322.7800         3.2763178         30.836689        0.18095981E+12     235016.34        0.18698769E+21    0.31883365E+16     2.1313813         4.4491400        0.37013926        0.68678253E-02
   2.51000     1329.0768         3.2323421         30.869234        0.18009936E+12     236046.42        0.18609858E+21    0.32226057E+16     2.1645824         5.6645713        0.59714135        0.11180049E-01
   2.52000     1335.2870         3.1867657         30.901331        0.17911393E+12     237077.11        0.18508033E+21    0.32574502E+16     2.2000246         6.7339533        0.83926763        0.15862750E-01
   2.53000     1341.4075         3.1396774         30.932964        0.17802399E+12     238120.48        0.18395408E+21    0.32927708E+16     2.2374951         7.6497906         1.0764863        0.20549279E-01
   2.54000     1347.4356         3.0911697         30.964119        0.17685009E+12     239189.01        0.18274108E+21    0.33284794E+16     2.2767728         8.4056262         1.2911489        0.24904197E-01
   2.55000     1353.3684         3.0413422         30.994783        0.17561266E+12     240295.30        0.18146243E+21    0.33644999E+16     2.3176284         8.9958572         1.4684928        0.28633410E-01
   2.56000     1359.2037         2.9903061         31.024942        0.17433182E+12     241451.84        0.18013893E+21    0.34007646E+16     2.3598207         9.4155542         1.5969795        0.31492008E-01
   2.57000     1364.9392         2.9381903         31.054586        0.17302736E+12     242670.75        0.17879101E+21    0.34372060E+16     2.4030892         9.6603416         1.6685170        0.33290639E-01
   2.58000     1370.5729         2.8851480         31.083703        0.17171877E+12     243963.49        0.17743883E+21    0.34737462E+16     2.4471435         9.7263826         1.6786160        0.33901381E-01
   2.59000     1376.1032         2.8313632         31.112286        0.17042531E+12     245340.51        0.17610229E+21    0.35102840E+16     2.4916513         9.6105067         1.6265131        0.33263806E-01
   2.60000     1381.5289         2.7770561         31.140329        0.16916614E+12     246810.93        0.17480117E+21    0.35466836E+16     2.5362270         9.3104920         1.5152685        0.31391441E-01
   2.61000     1386.8493         2.7224854         31.167826        0.16796025E+12     248382.21        0.17355512E+21    0.35827651E+16     2.5804232         8.8254930         1.3518091        0.28378085E-01
   2.62000     1392.0640         2.6679488         31.194778        0.16682652E+12     250059.75        0.17238362E+21    0.36183006E+16     2.6237272         8.1565801         1.1468647        0.24402742E-01
   2.63000     1397.1735         2.6137783         31.221187        0.16578350E+12     251846.70        0.17130585E+21    0.36530158E+16     2.6655656         7.3073336        0.91472397        0.19731298E-01
   2.64000     1402.1789         2.5603327         31.247056        0.16484918E+12     253743.65        0.17034041E+21    0.36865991E+16     2.7053175         6.2844168        0.67274059        0.14712782E-01
   2.65000     1407.0818         2.5079861         31.272397        0.16404068E+12     255748.57        0.16950497E+21    0.37187185E+16     2.7423373         5.0980416        0.44054391        0.97682600E-02
   2.66000     1411.8849         2.4571144         31.297221        0.16337380E+12     257856.76        0.16881589E+21    0.37490440E+16     2.7759857         3.7622431        0.23895000        0.53711615E-02
   2.67000     1416.5912         2.4080798         31.321545        0.16286262E+12     260061.03        0.16828768E+21    0.37772743E+16     2.8056677         2.2948862        0.88628751E-01    0.20191665E-02
   2.68000     1421.2047         2.3612165         31.345390        0.16251900E+12     262351.87        0.16793261E+21    0.38031664E+16     2.8308725        0.71735734        0.86418381E-02    0.19947739E-03
   2.69000     1425.7299         2.3168167         31.368778        0.16235223E+12     264717.89        0.16776029E+21    0.38265619E+16     2.8512125       -0.94607507        0.15015519E-01    0.35101365E-03
   2.70000     1430.1717         2.2751206         31.391735        0.16236875E+12     267146.21        0.16777735E+21    0.38474091E+16     2.8664544        -2.6692038        0.11953548        0.28283858E-02
   2.71000     1434.5357         2.2363090         31.414290        0.16257194E+12     269622.97        0.16798731E+21    0.38657767E+16     2.8765392        -4.4250602        0.32893861        0.78729666E-02
   2.72000     1438.8274         2.2005008         31.436471        0.16296219E+12     272133.91        0.16839056E+21    0.38818567E+16     2.8815872        -6.1872155        0.64462661        0.15595716E-01
   2.73000     1443.0528         2.1677541         31.458310        0.16353705E+12     274664.84        0.16898457E+21    0.38959546E+16     2.8818864        -7.9310728         1.0629453        0.25974608E-01
   2.74000     1447.2178         2.1380708         31.479837        0.16429161E+12     277202.18        0.16976426E+21    0.39084689E+16     2.8778649        -9.6350028         1.5759773        0.38866908E-01
   2.75000     1451.3283         2.1114051         31.501082        0.16521904E+12     279733.36        0.17072259E+21    0.39198603E+16     2.8700511        -11.281192         2.1727058        0.54033692E-01
   2.76000     1455.3901         2.0876730         31.522075        0.16631122E+12     282247.13        0.17185115E+21    0.39306151E+16     2.8590258        -12.856103         2.8403454        0.71171742E-01
   2.77000     1459.4087         2.0667634         31.542844        0.16755945E+12     284733.84        0.17314095E+21    0.39412064E+16     2.8453742        -14.350509         3.5656148        0.89946725E-01
   2.78000     1463.3895         2.0485487         31.563419        0.16895505E+12     287185.46        0.17458305E+21    0.39520597E+16     2.8296415        -15.759100         4.3357565        0.11002181    
   2.79000     1467.3376         2.0328945         31.583824        0.17049002E+12     289595.67        0.17616914E+21    0.39635254E+16     2.8123011        -17.079753         5.1391705        0.13107743    
   2.80000     1471.2577         2.0196665         31.604085        0.17215729E+12     291959.68        0.17789196E+21    0.39758632E+16     2.7937345        -18.312590         5.9656237        0.15282023    
   2.81000     1475.1544         2.0087355         31.624225        0.17395101E+12     294274.14        0.17974543E+21    0.39892395E+16     2.7742288        -19.458959         6.8060805        0.17498199    
   2.82000     1479.0322         1.9999795         31.644267        0.17586642E+12     296536.86        0.18172464E+21    0.40037371E+16     2.7539861        -20.520523         7.6522766        0.19731120    
   2.83000     1482.8950         1.9932827         31.664231        0.17789958E+12     298746.62        0.18382552E+21    0.40193746E+16     2.7331451        -21.498563         8.4961991        0.21956183    
   2.84000     1486.7467         1.9885336         31.684139        0.18004700E+12     300902.97        0.18604447E+21    0.40361330E+16     2.7118066        -22.393605         9.3296383        0.24148358    
   2.85000     1490.5911         1.9856210         31.704008        0.18230514E+12     303006.03        0.18837783E+21    0.40539810E+16     2.6900598        -23.205379         10.143951        0.26281753    
   2.86000     1494.4315         1.9844305         31.723857        0.18467000E+12     305056.46        0.19082147E+21    0.40728983E+16     2.6680032        -23.933080         10.930107        0.28329915    
   2.87000     1498.2712         1.9848416         31.743702        0.18713678E+12     307055.34        0.19337043E+21    0.40928884E+16     2.6457564        -24.575840         11.679031        0.30266881    
   2.88000     1502.1131         1.9867262         31.763559        0.18969979E+12     309004.22        0.19601881E+21    0.41139817E+16     2.6234611        -25.133271         12.382142        0.32068736    
   2.89000     1505.9600         1.9899486         31.783441        0.19235248E+12     310905.18        0.19875986E+21    0.41362280E+16     2.6012722        -25.605945         13.031977        0.33715310    
   2.90000     1509.8143         1.9943673         31.803362        0.19508773E+12     312760.86        0.20158622E+21    0.41596786E+16     2.5793421        -25.995701         13.622722        0.35191563    
   2.91000     1513.6782         1.9998383         31.823332        0.19789827E+12     314574.53        0.20449039E+21    0.41843654E+16     2.5578008        -26.305678         14.150504        0.36488282    
   2.92000     1517.5535         2.0062182         31.843362        0.20077712E+12     316350.14        0.20746514E+21    0.42102789E+16     2.5367388        -26.540092         14.613356        0.37601856    
   2.93000     1521.4420         2.0133681         31.863459        0.20371800E+12     318092.27        0.21050397E+21    0.42373510E+16     2.5161942        -26.703758         15.010842        0.38533137    
   2.94000     1525.3450         2.0211556         31.883631        0.20671556E+12     319806.07        0.21360138E+21    0.42654477E+16     2.4961494        -26.801481         15.343401        0.39285586    
   2.95000     1529.2635         2.0294557         31.903884        0.20976549E+12     321497.23        0.21675291E+21    0.42943709E+16     2.4765359        -26.837397         15.611539        0.39863073    
   2.96000     1533.1985         2.0381493         31.924221        0.21286432E+12     323171.79        0.21995496E+21    0.43238729E+16     2.4572490        -26.814408         15.815036        0.40267773    
   2.97000     1537.1506         2.0471208         31.944648        0.21600903E+12     324836.04        0.22320442E+21    0.43536787E+16     2.4381678        -26.733786         15.952315        0.40498553    
   2.98000     1541.1203         2.0562542         31.965164        0.21919648E+12     326496.39        0.22649805E+21    0.43835156E+16     2.4191795        -26.595042         16.020122        0.40550173    
   2.99000     1545.1076         2.0654281         31.985773        0.22242277E+12     328159.20        0.22983181E+21    0.44131430E+16     2.4002024        -26.396052         16.013567        0.40413468    
   3.00000     1549.1127         2.0745124         32.006473        0.22568259E+12     329830.65        0.23320021E+21    0.44423811E+16     2.3812056        -26.133449         15.926575        0.40076501    
